,Owner,No_BHK,Location,price,sqfeet
0,BUILDER,3 BHK Apartment,Gundlapochampally, 65.98 L,"4,200 / sq ft"
1,BUILDER,4 BHK Villa,Patancheru, 1.48 Cr,"7,700 / sq ft"
2,BUILDER,4 BHK Villa,Tukkuguda, 2.99 Cr,"7,200 / sq ft"
3,BUILDER,3 BHK Apartment,Patancheru, 60.97 L,"4,500 / sq ft"
4,BUILDER,4 BHK Villa,Ramachandrapuram, 1.75 Cr,"5,500 / sq ft"
5,BUILDER,4 BHK Apartment,Attapur, 3.52 Cr,"7,500 / sq ft"
6,BUILDER,4 BHK Villa,Maheshwaram, 1.4 Cr,"5,200 / sq ft"
7,BUILDER,4 BHK Apartment,Gandipet, 4.31 Cr,"8,499 / sq ft"
8,BUILDER,3 BHK Apartment,Kompally, 95.74 L,"5,599 / sq ft"
9,BUILDER,3 BHK Apartment,Gopanpally, 1.65 Cr,"6,499 / sq ft"
10,BUILDER,Residential Plot,Sadashivpet, 63 L,"2,000 / sq ft"
11,BUILDER,3 BHK Apartment,Manchirevula, 1.42 Cr,"6,625 / sq ft"
12,BUILDER,3 BHK Apartment,Kollur, 1.14 Cr,"5,299 / sq ft"
13,BUILDER,3 BHK Apartment,Jeedimetla, 1.04 Cr,"5,500 / sq ft"
14,BUILDER,3 BHK Apartment,Gundlapochampally, 1.18 Cr,"6,100 / sq ft"
15,BUILDER,3 BHK Apartment,Kollur, 94.94 L,"5,349 / sq ft"
16,BUILDER,3 BHK Apartment,Patancheru, 74.73 L,"5,300 / sq ft"
17,BUILDER,2 BHK Apartment,Saroor Nagar, 85.15 L,"6,500 / sq ft"
18,BUILDER,3 BHK Apartment,Nanakramguda, 1.44 Cr,"7,599 / sq ft"
19,BUILDER,2 BHK Apartment,Pragathi Nagar Kukatpally, 68.21 L,"5,199 / sq ft"
20,BUILDER,2 BHK Apartment,Pocharam, 56.85 L,"4,699 / sq ft"
21,BUILDER,3 BHK Apartment,Sainikpuri, 1.34 Cr,"6,100 / sq ft"
22,BUILDER,3 BHK Apartment,Jeedimetla, 1.02 Cr,"5,400 / sq ft"
23,BUILDER,3 BHK Apartment,Bachupally, 1 Cr,"5,990 / sq ft"
24,BUILDER,3 BHK Apartment,Mallapur, 1.09 Cr,"4,999 / sq ft"
25,BUILDER,3 BHK Apartment,Nizampet, 1.19 Cr,"6,500 / sq ft"
26,BUILDER,3 BHK Apartment,Rajendra Nagar, 80 L,"7,641 / sq ft"
27,BUILDER,4 BHK Independent House,Kollur, 4.09 Cr,"6,500 / sq ft"
28,BUILDER,3 BHK Apartment,Nagole, 99.84 L,"6,103 / sq ft"
29,BUILDER,Residential Plot,Choutuppal, 48.99 L,"2,039 / sq ft"
30,BUILDER,3 BHK Apartment,Gundlapochampally, 57.87 L,"4,200 / sq ft"
31,BUILDER,4 BHK Villa,Patancheru, 1.64 Cr,"7,700 / sq ft"
32,BUILDER,4 BHK Villa,Tukkuguda, 3.26 Cr,"7,200 / sq ft"
33,BUILDER,2 BHK Apartment,Patancheru, 50.62 L,"4,500 / sq ft"
34,BUILDER,4 BHK Villa,Ramachandrapuram, 1.75 Cr,"5,500 / sq ft"
35,BUILDER,3 BHK Apartment,Attapur, 1.76 Cr,"7,502 / sq ft"
36,BUILDER,4 BHK Villa,Maheshwaram, 1.59 Cr,"5,199 / sq ft"
37,BUILDER,4 BHK Apartment,Gandipet, 4.31 Cr,"8,499 / sq ft"
38,BUILDER,2 BHK Apartment,Kompally, 73.62 L,"5,599 / sq ft"
39,BUILDER,3 BHK Apartment,Gopanpally, 1.32 Cr,"6,499 / sq ft"
40,BUILDER,Residential Plot,Sadashivpet, 72 L,"2,000 / sq ft"
41,BUILDER,3 BHK Apartment,Manchirevula, 1.3 Cr,"6,656 / sq ft"
42,BUILDER,3 BHK Apartment,Kollur, 1.14 Cr,"5,299 / sq ft"
43,BUILDER,3 BHK Apartment,Jeedimetla, 92.12 L,"5,500 / sq ft"
44,BUILDER,3 BHK Apartment,Gundlapochampally, 1.18 Cr,"6,100 / sq ft"
45,BUILDER,3 BHK Apartment,Kollur, 94.94 L,"5,349 / sq ft"
46,BUILDER,2 BHK Apartment,Patancheru, 50.35 L,"5,300 / sq ft"
47,BUILDER,3 BHK Apartment,Saroor Nagar, 1.52 Cr,"6,500 / sq ft"
48,BUILDER,3 BHK Apartment,Nanakramguda, 1.44 Cr,"7,599 / sq ft"
49,BUILDER,2 BHK Apartment,Pragathi Nagar Kukatpally, 68.21 L,"5,199 / sq ft"
50,BUILDER,3 BHK Apartment,Pocharam, 69.31 L,"4,699 / sq ft"
51,BUILDER,3 BHK Apartment,Sainikpuri, 1.33 Cr,"6,100 / sq ft"
52,BUILDER,2 BHK Apartment,Jeedimetla, 81.54 L,"5,400 / sq ft"
53,BUILDER,3 BHK Apartment,Bachupally, 1.48 Cr,"5,990 / sq ft"
54,BUILDER,2 BHK Apartment,Mallapur, 50.83 L,"5,003 / sq ft"
55,BUILDER,3 BHK Apartment,Nizampet, 1.19 Cr,"6,500 / sq ft"
56,BUILDER,1 BHK Apartment,Rajendra Nagar, 48 L,"7,869 / sq ft"
57,BUILDER,4 BHK Independent House,Kollur, 4.09 Cr,"6,500 / sq ft"
58,BUILDER,3 BHK Apartment,Nagole, 94.23 L,"6,244 / sq ft"
59,BUILDER,Residential Plot,Choutuppal, 97.81 L,"2,039 / sq ft"
60,BUILDER,2 BHK Apartment,Gundlapochampally, 46.87 L,"4,200 / sq ft"
61,BUILDER,4 BHK Villa,Patancheru, 1.77 Cr,"7,700 / sq ft"
62,BUILDER,4 BHK Villa,Tukkuguda, 3.25 Cr,"7,200 / sq ft"
63,BUILDER,4 BHK Villa,Bachupally, 4.08 Cr,"12,000 / sq ft"
64,BUILDER,4 BHK Villa,Ramachandrapuram, 2.77 Cr,"5,500 / sq ft"
65,BUILDER,4 BHK Apartment,Attapur, 3.52 Cr,"7,500 / sq ft"
66,BUILDER,3 BHK Apartment,Gandipet, 1.73 Cr,"8,499 / sq ft"
67,BUILDER,2 BHK Apartment,Kompally, 73.62 L,"5,599 / sq ft"
68,BUILDER,3 BHK Apartment,Gopanpally, 1.55 Cr,"6,499 / sq ft"
69,BUILDER,Residential Plot,Sadashivpet, 36 L,"2,000 / sq ft"
70,BUILDER,3 BHK Apartment,Manchirevula, 1.42 Cr,"6,625 / sq ft"
71,BUILDER,3 BHK Apartment,Kollur, 1.3 Cr,"5,299 / sq ft"
72,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,500 / sq ft"
73,BUILDER,3 BHK Apartment,Gundlapochampally, 1.18 Cr,"6,100 / sq ft"
74,BUILDER,2 BHK Apartment,Kollur, 69.26 L,"5,349 / sq ft"
75,BUILDER,2 BHK Apartment,Patancheru, 49.82 L,"5,300 / sq ft"
76,BUILDER,3 BHK Apartment,Saroor Nagar, 99.77 L,"6,500 / sq ft"
77,BUILDER,3 BHK Apartment,Nanakramguda, 1.29 Cr,"7,599 / sq ft"
78,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 95.81 L,"5,199 / sq ft"
79,BUILDER,3 BHK Apartment,Sainikpuri, 1.29 Cr,"6,100 / sq ft"
80,BUILDER,3 BHK Apartment,Jeedimetla, 1.02 Cr,"5,400 / sq ft"
81,BUILDER,2 BHK Apartment,Bachupally, 80.86 L,"5,990 / sq ft"
82,BUILDER,2 BHK Apartment,Mallapur, 58.93 L,"5,003 / sq ft"
83,BUILDER,3 BHK Apartment,Nizampet, 1.21 Cr,"6,500 / sq ft"
84,BUILDER,3 BHK Apartment,Rajendra Nagar, 94.99 L,"7,224 / sq ft"
85,BUILDER,3 BHK Independent House,Kollur, 2.08 Cr,"6,500 / sq ft"
86,BUILDER,3 BHK Apartment,Nagole, 89.35 L,"6,158 / sq ft"
87,BUILDER,Residential Plot,Choutuppal, 48.99 L,"2,039 / sq ft"
88,AGENT,Residential Plot,Aroor, 29.6 L,"1,777 / sq ft"
89,AGENT,2 BHK Apartment,Kollur, 67.82 L,"5,299 / sq ft"
90,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 56 L,"5,090 / sq ft"
91,AGENT,3 BHK Apartment,Tellapur, 1.54 Cr,"7,199 / sq ft"
92,VERIFIED OWNER,2 BHK Apartment,Shamirpet, 38 L,"3,486 / sq ft"
93,VERIFIED OWNER,3 BHK Independent Floor,Malakpet, 47 L,"4,351 / sq ft"
94,VERIFIED OWNER,2 BHK Apartment,Miyapur, 65 L,"7,080 / sq ft"
95,VERIFIED OWNER,3 BHK Apartment,Kollur, 79.5 L,"4,968 / sq ft"
96,VERIFIED OWNER,3 BHK Apartment,Kokapet, 1.03 Cr,"5,498 / sq ft"
97,VERIFIED OWNER,3 BHK Apartment,Alwal, 81.75 L,"5,000 / sq ft"
98,VERIFIED OWNER,3 BHK Apartment,Alwal, 75 L,"12,500 / sq ft"
99,VERIFIED OWNER,4 BHK Villa,Patancheru, 75 L,"3,750 / sq ft"
100,BUILDER,3 BHK Apartment,Gundlapochampally, 62.41 L,"4,200 / sq ft"
101,BUILDER,3 BHK Apartment,Gundlapochampally, 66.94 L,"4,200 / sq ft"
102,BUILDER,4 BHK Villa,Patancheru, 1.61 Cr,"7,700 / sq ft"
103,BUILDER,4 BHK Villa,Tukkuguda, 2.62 Cr,"7,200 / sq ft"
104,BUILDER,4 BHK Villa,Tukkuguda, 3.33 Cr,"7,200 / sq ft"
105,BUILDER,4 BHK Villa,Tukkuguda, 3.04 Cr,"7,200 / sq ft"
106,BUILDER,4 BHK Villa,Tukkuguda, 3.02 Cr,"7,200 / sq ft"
107,BUILDER,4 BHK Villa,Tukkuguda, 3.2 Cr,"7,200 / sq ft"
108,AGENT,Residential Plot,Nallagandla Gachibowli, 27.2 L,"1,777 / sq ft"
109,AGENT,Residential Plot,Aroor, 40 L,"1,777 / sq ft"
110,AGENT,Residential Plot,Sangareddy, 75 L,"2,777 / sq ft"
111,AGENT,Residential Plot,Sangareddy, 62.5 L,"2,777 / sq ft"
112,AGENT,Residential Plot,Sangareddy, 56.25 L,"2,777 / sq ft"
113,AGENT,Residential Plot,Sangareddy, 50 L,"2,777 / sq ft"
114,AGENT,Residential Plot,Sangareddy, 42.5 L,"2,777 / sq ft"
115,AGENT,Residential Plot,Sangareddy, 41.25 L,"2,777 / sq ft"
116,AGENT,Residential Plot,Bogaram, 50 L,"2,777 / sq ft"
117,BUILDER,4 BHK Villa,Bachupally, 4.08 Cr,"12,000 / sq ft"
118,BUILDER,4 BHK Villa,Bachupally, 4.52 Cr,"12,000 / sq ft"
119,BUILDER,4 BHK Villa,Bachupally, 4.52 Cr,"12,000 / sq ft"
120,BUILDER,4 BHK Villa,Bachupally, 4.08 Cr,"12,000 / sq ft"
121,BUILDER,4 BHK Villa,Bachupally, 4.08 Cr,"12,000 / sq ft"
122,BUILDER,4 BHK Villa,Bachupally, 4.52 Cr,"12,000 / sq ft"
123,BUILDER,4 BHK Villa,Bachupally, 4.52 Cr,"12,000 / sq ft"
124,BUILDER,4 BHK Villa,Bachupally, 3.71 Cr,"12,000 / sq ft"
125,BUILDER,4 BHK Villa,Bachupally, 3.71 Cr,"12,000 / sq ft"
126,BUILDER,4 BHK Villa,Bachupally, 4.58 Cr,"12,000 / sq ft"
127,BUILDER,4 BHK Villa,Bachupally, 4.58 Cr,"12,000 / sq ft"
128,BUILDER,4 BHK Villa,Bachupally, 4.41 Cr,"12,000 / sq ft"
129,BUILDER,4 BHK Villa,Bachupally, 4.41 Cr,"12,000 / sq ft"
130,BUILDER,4 BHK Villa,Bachupally, 3.69 Cr,"12,000 / sq ft"
131,BUILDER,4 BHK Villa,Bachupally, 3.69 Cr,"12,000 / sq ft"
132,BUILDER,4 BHK Villa,Bachupally, 4.63 Cr,"12,000 / sq ft"
133,BUILDER,4 BHK Villa,Bachupally, 4.63 Cr,"12,000 / sq ft"
134,BUILDER,4 BHK Villa,Ramachandrapuram, 2.77 Cr,"5,500 / sq ft"
135,BUILDER,4 BHK Villa,Ramachandrapuram, 1.75 Cr,"5,500 / sq ft"
136,BUILDER,4 BHK Villa,Ramachandrapuram, 1.75 Cr,"5,500 / sq ft"
137,BUILDER,4 BHK Villa,Ramachandrapuram, 2.77 Cr,"5,500 / sq ft"
138,BUILDER,4 BHK Villa,Ramachandrapuram, 2.77 Cr,"5,500 / sq ft"
139,BUILDER,4 BHK Villa,Ramachandrapuram, 1.74 Cr,"5,500 / sq ft"
140,BUILDER,4 BHK Villa,Ramachandrapuram, 1.74 Cr,"5,500 / sq ft"
141,BUILDER,4 BHK Villa,Ramachandrapuram, 2.53 Cr,"5,500 / sq ft"
142,BUILDER,4 BHK Villa,Ramachandrapuram, 2.53 Cr,"5,500 / sq ft"
143,BUILDER,4 BHK Villa,Ramachandrapuram, 2.29 Cr,"5,500 / sq ft"
144,BUILDER,4 BHK Villa,Ramachandrapuram, 2.29 Cr,"5,500 / sq ft"
145,BUILDER,4 BHK Villa,Ramachandrapuram, 2.28 Cr,"5,500 / sq ft"
146,BUILDER,4 BHK Villa,Ramachandrapuram, 2.28 Cr,"5,500 / sq ft"
147,AGENT,Residential Plot,Aroor, 28 L,"1,777 / sq ft"
148,BUILDER,3 BHK Apartment,Attapur, 1.36 Cr,"7,499 / sq ft"
149,BUILDER,4 BHK Apartment,Attapur, 3.52 Cr,"7,500 / sq ft"
150,BUILDER,4 BHK Apartment,Attapur, 3.52 Cr,"7,500 / sq ft"
151,BUILDER,3 BHK Apartment,Attapur, 1.76 Cr,"7,502 / sq ft"
152,BUILDER,3 BHK Apartment,Attapur, 1.76 Cr,"7,502 / sq ft"
153,BUILDER,3 BHK Apartment,Attapur, 1.36 Cr,"7,499 / sq ft"
154,BUILDER,3 BHK Apartment,Attapur, 1.36 Cr,"7,499 / sq ft"
155,BUILDER,3 BHK Apartment,Attapur, 1.19 Cr,"7,503 / sq ft"
156,BUILDER,3 BHK Apartment,Attapur, 1.19 Cr,"7,503 / sq ft"
157,BUILDER,3 BHK Apartment,Attapur, 1.37 Cr,"7,502 / sq ft"
158,BUILDER,3 BHK Apartment,Attapur, 1.37 Cr,"7,502 / sq ft"
159,BUILDER,4 BHK Independent House,Begumpet, 2.65 Cr,"7,800 / sq ft"
160,BUILDER,4 BHK Independent House,Begumpet, 2.65 Cr,"7,800 / sq ft"
161,BUILDER,4 BHK Independent House,Begumpet, 2.65 Cr,"7,800 / sq ft"
162,BUILDER,4 BHK Independent House,Begumpet, 2.65 Cr,"7,800 / sq ft"
163,BUILDER,4 BHK Independent House,Begumpet, 2.34 Cr,"7,800 / sq ft"
164,BUILDER,4 BHK Independent House,Begumpet, 2.34 Cr,"7,800 / sq ft"
165,BUILDER,3 BHK Apartment,Begumpet, 1.4 Cr,"7,800 / sq ft"
166,BUILDER,3 BHK Apartment,Begumpet, 1.4 Cr,"7,800 / sq ft"
167,BUILDER,3 BHK Apartment,Begumpet, 1.32 Cr,"7,800 / sq ft"
168,BUILDER,3 BHK Apartment,Begumpet, 1.32 Cr,"7,800 / sq ft"
169,BUILDER,3 BHK Apartment,Begumpet, 1.17 Cr,"7,800 / sq ft"
170,BUILDER,3 BHK Apartment,Begumpet, 1.17 Cr,"7,800 / sq ft"
171,BUILDER,2 BHK Apartment,Begumpet, 93.6 L,"7,800 / sq ft"
172,BUILDER,2 BHK Apartment,Begumpet, 93.6 L,"7,800 / sq ft"
173,BUILDER,2 BHK Apartment,Begumpet, 85.8 L,"7,800 / sq ft"
174,BUILDER,2 BHK Apartment,Begumpet, 85.8 L,"7,800 / sq ft"
175,BUILDER,4 BHK Independent House,Begumpet, 2.8 Cr,"7,800 / sq ft"
176,BUILDER,4 BHK Independent House,Begumpet, 2.8 Cr,"7,800 / sq ft"
177,AGENT,2 BHK Apartment,Kollur, 67.82 L,"5,299 / sq ft"
178,AGENT,Residential Plot,Aroor, 48 L,"1,777 / sq ft"
179,AGENT,Residential Plot,Aroor, 31.2 L,"1,777 / sq ft"
180,AGENT,Residential Plot,Aroor, 28.8 L,"1,777 / sq ft"
181,AGENT,Residential Plot,Sangareddy, 48.75 L,"2,777 / sq ft"
182,AGENT,Residential Plot,Sangareddy, 47.5 L,"2,777 / sq ft"
183,AGENT,Residential Plot,Sangareddy, 46.25 L,"2,777 / sq ft"
184,AGENT,Residential Plot,Sangareddy, 45 L,"2,777 / sq ft"
185,AGENT,Residential Plot,Sangareddy, 43.75 L,"2,777 / sq ft"
186,AGENT,Residential Plot,Sangareddy, 40 L,"2,777 / sq ft"
187,AGENT,Residential Plot,Sangareddy, 40.75 L,"2,777 / sq ft"
188,AGENT,Residential Plot,Sangareddy, 40.75 L,"2,777 / sq ft"
189,AGENT,Residential Plot,Aroor, 30.4 L,"1,777 / sq ft"
190,AGENT,Residential Plot,Aroor, 36 L,"1,777 / sq ft"
191,AGENT,Residential Plot,Aroor, 26.08 L,"1,777 / sq ft"
192,BUILDER,3 BHK Apartment,Gandipet, 1.73 Cr,"8,499 / sq ft"
193,BUILDER,4 BHK Apartment,Gandipet, 3.46 Cr,"8,499 / sq ft"
194,BUILDER,4 BHK Apartment,Gandipet, 3.46 Cr,"8,499 / sq ft"
195,BUILDER,3 BHK Apartment,Gandipet, 2.03 Cr,"8,499 / sq ft"
196,BUILDER,3 BHK Apartment,Gandipet, 2.03 Cr,"8,499 / sq ft"
197,BUILDER,4 BHK Apartment,Gandipet, 2.84 Cr,"8,499 / sq ft"
198,BUILDER,4 BHK Apartment,Gandipet, 2.84 Cr,"8,499 / sq ft"
199,BUILDER,3 BHK Apartment,Gandipet, 2.15 Cr,"8,499 / sq ft"
200,BUILDER,3 BHK Apartment,Gandipet, 2.15 Cr,"8,499 / sq ft"
201,BUILDER,3 BHK Apartment,Gandipet, 1.5 Cr,"8,499 / sq ft"
202,BUILDER,3 BHK Apartment,Gandipet, 1.5 Cr,"8,499 / sq ft"
203,BUILDER,3 BHK Apartment,Gandipet, 1.61 Cr,"8,499 / sq ft"
204,BUILDER,3 BHK Apartment,Gandipet, 1.61 Cr,"8,499 / sq ft"
205,BUILDER,3 BHK Apartment,Narsingi, 1.16 Cr,"7,099 / sq ft"
206,BUILDER,3 BHK Apartment,Narsingi, 1.16 Cr,"7,099 / sq ft"
207,BUILDER,3 BHK Apartment,Narsingi, 1.6 Cr,"7,099 / sq ft"
208,BUILDER,3 BHK Apartment,Narsingi, 1.6 Cr,"7,099 / sq ft"
209,BUILDER,3 BHK Apartment,Narsingi, 1.16 Cr,"7,099 / sq ft"
210,BUILDER,3 BHK Apartment,Narsingi, 1.16 Cr,"7,099 / sq ft"
211,BUILDER,3 BHK Apartment,Narsingi, 1.6 Cr,"7,099 / sq ft"
212,BUILDER,3 BHK Apartment,Narsingi, 1.6 Cr,"7,099 / sq ft"
213,BUILDER,2 BHK Apartment,Narsingi, 94.06 L,"7,099 / sq ft"
214,BUILDER,2 BHK Apartment,Narsingi, 94.06 L,"7,099 / sq ft"
215,BUILDER,3 BHK Apartment,Narsingi, 1.37 Cr,"7,099 / sq ft"
216,BUILDER,3 BHK Apartment,Narsingi, 1.37 Cr,"7,099 / sq ft"
217,BUILDER,2 BHK Apartment,Kompally, 76.14 L,"5,599 / sq ft"
218,BUILDER,2 BHK Apartment,Kompally, 76.14 L,"5,599 / sq ft"
219,BUILDER,3 BHK Apartment,Kompally, 98.54 L,"5,599 / sq ft"
220,BUILDER,3 BHK Apartment,Kompally, 98.54 L,"5,599 / sq ft"
221,BUILDER,3 BHK Apartment,Kompally, 93.5 L,"5,599 / sq ft"
222,BUILDER,3 BHK Apartment,Kompally, 93.5 L,"5,599 / sq ft"
223,BUILDER,2 BHK Apartment,Kompally, 71.38 L,"5,599 / sq ft"
224,BUILDER,2 BHK Apartment,Kompally, 71.38 L,"5,599 / sq ft"
225,BUILDER,2 BHK Apartment,Kompally, 67.74 L,"5,599 / sq ft"
226,BUILDER,2 BHK Apartment,Kompally, 67.74 L,"5,599 / sq ft"
227,BUILDER,3 BHK Apartment,Kompally, 97.42 L,"5,599 / sq ft"
228,BUILDER,3 BHK Apartment,Kompally, 97.42 L,"5,599 / sq ft"
229,BUILDER,3 BHK Apartment,Kompally, 1.01 Cr,"5,599 / sq ft"
230,BUILDER,3 BHK Apartment,Kompally, 1.01 Cr,"5,599 / sq ft"
231,BUILDER,3 BHK Apartment,Kompally, 1.01 Cr,"5,599 / sq ft"
232,BUILDER,3 BHK Apartment,Kompally, 1.01 Cr,"5,599 / sq ft"
233,BUILDER,2 BHK Apartment,Kompally, 71.66 L,"5,599 / sq ft"
234,BUILDER,2 BHK Apartment,Kompally, 71.66 L,"5,599 / sq ft"
235,BUILDER,2 BHK Apartment,Kompally, 70.54 L,"5,599 / sq ft"
236,BUILDER,2 BHK Apartment,Kompally, 70.54 L,"5,599 / sq ft"
237,BUILDER,3 BHK Apartment,Kompally, 1 Cr,"5,599 / sq ft"
238,BUILDER,3 BHK Apartment,Kompally, 1 Cr,"5,599 / sq ft"
239,BUILDER,2 BHK Apartment,Kompally, 71.1 L,"5,599 / sq ft"
240,BUILDER,2 BHK Apartment,Kompally, 71.1 L,"5,599 / sq ft"
241,BUILDER,3 BHK Apartment,Kompally, 96.58 L,"5,599 / sq ft"
242,BUILDER,3 BHK Apartment,Kompally, 96.58 L,"5,599 / sq ft"
243,BUILDER,3 BHK Apartment,Kompally, 1.04 Cr,"5,599 / sq ft"
244,BUILDER,3 BHK Apartment,Kompally, 1.04 Cr,"5,599 / sq ft"
245,BUILDER,2 BHK Apartment,Kompally, 70.82 L,"5,599 / sq ft"
246,BUILDER,2 BHK Apartment,Kompally, 70.82 L,"5,599 / sq ft"
247,BUILDER,3 BHK Apartment,Gopanpally, 1.55 Cr,"6,499 / sq ft"
248,BUILDER,3 BHK Apartment,Gopanpally, 1.64 Cr,"6,499 / sq ft"
249,BUILDER,3 BHK Apartment,Gopanpally, 1.55 Cr,"6,499 / sq ft"
250,BUILDER,3 BHK Apartment,Gopanpally, 1.36 Cr,"6,499 / sq ft"
251,BUILDER,3 BHK Apartment,Gopanpally, 1.61 Cr,"6,499 / sq ft"
252,BUILDER,3 BHK Apartment,Gopanpally, 1.53 Cr,"6,499 / sq ft"
253,BUILDER,3 BHK Apartment,Gopanpally, 1.71 Cr,"6,499 / sq ft"
254,BUILDER,3 BHK Apartment,Gopanpally, 1.3 Cr,"6,499 / sq ft"
255,BUILDER,3 BHK Apartment,Gopanpally, 1.6 Cr,"6,499 / sq ft"
256,BUILDER,3 BHK Apartment,Gopanpally, 1.29 Cr,"6,499 / sq ft"
257,BUILDER,3 BHK Apartment,Gopanpally, 1.43 Cr,"6,499 / sq ft"
258,BUILDER,2 BHK Apartment,Kompally, 73.34 L,"5,599 / sq ft"
259,BUILDER,2 BHK Apartment,Kompally, 73.34 L,"5,599 / sq ft"
260,BUILDER,2 BHK Apartment,Kompally, 73.34 L,"5,599 / sq ft"
261,BUILDER,2 BHK Apartment,Kompally, 73.34 L,"5,599 / sq ft"
262,BUILDER,2 BHK Apartment,Kompally, 69.7 L,"5,599 / sq ft"
263,BUILDER,2 BHK Apartment,Kompally, 69.7 L,"5,599 / sq ft"
264,BUILDER,3 BHK Apartment,Kompally, 88.18 L,"5,599 / sq ft"
265,BUILDER,3 BHK Apartment,Kompally, 88.18 L,"5,599 / sq ft"
266,BUILDER,3 BHK Apartment,Kompally, 95.46 L,"5,599 / sq ft"
267,BUILDER,3 BHK Apartment,Kompally, 95.46 L,"5,599 / sq ft"
268,BUILDER,2 BHK Apartment,Kompally, 73.9 L,"5,599 / sq ft"
269,BUILDER,2 BHK Apartment,Kompally, 73.9 L,"5,599 / sq ft"
270,BUILDER,2 BHK Apartment,Kompally, 59.06 L,"5,599 / sq ft"
271,BUILDER,2 BHK Apartment,Kompally, 59.06 L,"5,599 / sq ft"
272,BUILDER,3 BHK Apartment,Kompally, 95.74 L,"5,599 / sq ft"
273,BUILDER,Residential Plot,Sadashivpet, 34.02 L,"2,000 / sq ft"
274,BUILDER,Residential Plot,Sadashivpet, 54 L,"2,000 / sq ft"
275,BUILDER,Residential Plot,Sadashivpet, 39.6 L,"2,000 / sq ft"
276,BUILDER,Residential Plot,Sadashivpet, 34.2 L,"2,000 / sq ft"
277,BUILDER,Residential Plot,Sadashivpet, 90 L,"2,000 / sq ft"
278,BUILDER,Residential Plot,Sadashivpet, 45 L,"2,000 / sq ft"
279,BUILDER,Residential Plot,Sadashivpet, 81 L,"2,000 / sq ft"
280,BUILDER,3 BHK Apartment,Manchirevula, 1.3 Cr,"6,656 / sq ft"
281,BUILDER,3 BHK Apartment,Manchirevula, 1.1 Cr,"6,726 / sq ft"
282,BUILDER,3 BHK Apartment,Manchirevula, 1.1 Cr,"6,726 / sq ft"
283,BUILDER,2 BHK Apartment,Manchirevula, 90.16 L,"6,830 / sq ft"
284,BUILDER,2 BHK Apartment,Manchirevula, 90.16 L,"6,830 / sq ft"
285,BUILDER,2 BHK Apartment,Manchirevula, 89.84 L,"6,832 / sq ft"
286,BUILDER,2 BHK Apartment,Manchirevula, 89.84 L,"6,832 / sq ft"
287,BUILDER,3 BHK Apartment,Manchirevula, 1.17 Cr,"6,700 / sq ft"
288,BUILDER,3 BHK Apartment,Manchirevula, 1.17 Cr,"6,700 / sq ft"
289,BUILDER,3 BHK Apartment,Manchirevula, 1.3 Cr,"6,658 / sq ft"
290,BUILDER,3 BHK Apartment,Manchirevula, 1.3 Cr,"6,658 / sq ft"
291,BUILDER,3 BHK Apartment,Manchirevula, 1.21 Cr,"6,684 / sq ft"
292,BUILDER,3 BHK Apartment,Manchirevula, 1.21 Cr,"6,684 / sq ft"
293,BUILDER,3 BHK Apartment,Manchirevula, 1.3 Cr,"6,657 / sq ft"
294,BUILDER,3 BHK Apartment,Manchirevula, 1.3 Cr,"6,657 / sq ft"
295,BUILDER,3 BHK Apartment,Manchirevula, 1.41 Cr,"6,627 / sq ft"
296,BUILDER,3 BHK Apartment,Manchirevula, 1.41 Cr,"6,627 / sq ft"
297,BUILDER,3 BHK Apartment,Manchirevula, 1.39 Cr,"6,633 / sq ft"
298,BUILDER,3 BHK Apartment,Manchirevula, 1.39 Cr,"6,633 / sq ft"
299,BUILDER,3 BHK Apartment,Manchirevula, 1.08 Cr,"6,734 / sq ft"
300,BUILDER,3 BHK Apartment,Manchirevula, 1.08 Cr,"6,734 / sq ft"
301,BUILDER,2 BHK Apartment,Manchirevula, 96.14 L,"6,794 / sq ft"
302,BUILDER,2 BHK Apartment,Manchirevula, 96.14 L,"6,794 / sq ft"
303,BUILDER,3 BHK Apartment,Manchirevula, 1.29 Cr,"6,659 / sq ft"
304,BUILDER,3 BHK Apartment,Manchirevula, 1.29 Cr,"6,659 / sq ft"
305,BUILDER,3 BHK Apartment,Manchirevula, 1.36 Cr,"6,639 / sq ft"
306,BUILDER,3 BHK Apartment,Manchirevula, 1.36 Cr,"6,639 / sq ft"
307,BUILDER,2 BHK Apartment,Manchirevula, 94.57 L,"6,803 / sq ft"
308,BUILDER,2 BHK Apartment,Manchirevula, 94.57 L,"6,803 / sq ft"
309,BUILDER,3 BHK Apartment,Manchirevula, 1.36 Cr,"6,640 / sq ft"
310,BUILDER,3 BHK Apartment,Manchirevula, 1.36 Cr,"6,640 / sq ft"
311,BUILDER,3 BHK Apartment,Manchirevula, 1.2 Cr,"6,689 / sq ft"
312,BUILDER,3 BHK Apartment,Manchirevula, 1.2 Cr,"6,689 / sq ft"
313,BUILDER,3 BHK Apartment,Manchirevula, 1.15 Cr,"6,705 / sq ft"
314,BUILDER,3 BHK Apartment,Manchirevula, 1.15 Cr,"6,705 / sq ft"
315,BUILDER,3 BHK Apartment,Kollur, 1.3 Cr,"5,299 / sq ft"
