,Owner,No_BHK,Location,price,sqfeet
931,VERIFIED OWNER,3 BHK Apartment,Kollur, 52.5 L,"3,500 / sq ft"
932,VERIFIED OWNER,3 BHK Apartment,Bachupally, 71 L,"5,228 / sq ft"
933,VERIFIED OWNER,5 BHK Independent House,Yapral, 4.1 Cr,"10,250 / sq ft"
934,VERIFIED OWNER,2 BHK Apartment,Kompally, 60 L,"6,315 / sq ft"
935,VERIFIED OWNER,5 BHK Villa,Serilingampally, 5.5 Cr,"15,714 / sq ft"
936,VERIFIED OWNER,10 BHK Independent House,Vanasthalipuram, 3.7 Cr,"6,851 / sq ft"
937,VERIFIED OWNER,4 BHK Villa,Mokila, 2.1 Cr,"5,570 / sq ft"
938,VERIFIED OWNER,2 BHK Villa,Indresham, 1.15 Cr,"5,000 / sq ft"
939,VERIFIED OWNER,8 BHK Villa,Kompally, 6.25 Cr,"13,034 / sq ft"
940,VERIFIED OWNER,2 BHK Apartment,Gajularamaram, 46 L,"4,600 / sq ft"
941,VERIFIED OWNER,7 BHK Independent House,Shamshabad, 1.7 Cr,"3,135 / sq ft"
942,VERIFIED OWNER,2 BHK Independent House,Balapur, 89 L,"8,090 / sq ft"
943,VERIFIED OWNER,4 BHK Villa,Shadnagar, 59 L,"3,782 / sq ft"
944,VERIFIED OWNER,3 BHK Apartment,Kompally, 1.12 Cr,"6,400 / sq ft"
945,VERIFIED OWNER,2 BHK Apartment,Manikonda, 55 L,"4,074 / sq ft"
946,VERIFIED OWNER,5 BHK Independent House,Medchal, 1.2 Cr,"4,580 / sq ft"
947,VERIFIED OWNER,2 BHK Apartment,Badangpet, 70 L,"5,957 / sq ft"
948,VERIFIED OWNER,2 BHK Apartment,Mallapur, 51 L,"5,000 / sq ft"
949,VERIFIED OWNER,3 BHK Apartment,Serilingampally, 1.17 Cr,"6,882 / sq ft"
950,VERIFIED OWNER,3 BHK Apartment,Qutub Shahi Tombs, 90 L,"5,338 / sq ft"
951,VERIFIED OWNER,3 BHK Apartment,Kompally, 70 L,"1,750 / sq ft"
952,VERIFIED OWNER,3 BHK Apartment,chandrayangutta, 38 L,"3,140 / sq ft"
953,VERIFIED OWNER,4 BHK Apartment,Attapur, 2.4 Cr,"4,633 / sq ft"
954,VERIFIED OWNER,3 BHK Apartment,Nallagandla Gachibowli, 1.8 Cr,"9,729 / sq ft"
955,VERIFIED OWNER,3 BHK Independent House,Qutub Shahi Tombs, 1.5 Cr,"13,636 / sq ft"
956,VERIFIED OWNER,3 BHK Apartment,Serilingampally, 1.55 Cr,"5,849 / sq ft"
957,VERIFIED OWNER,5 BHK Independent House,Moti Nagar, 10 Cr,"16,666 / sq ft"
958,VERIFIED OWNER,3 BHK Apartment,Turkayamjal, 55 L,"4,185 / sq ft"
959,VERIFIED OWNER,2 BHK Apartment,Isnapur, 40 L,"4,000 / sq ft"
960,VERIFIED OWNER,2 BHK Independent House,Balapur, 89 L,"8,090 / sq ft"
961,VERIFIED OWNER,4 BHK Villa,Shadnagar, 59 L,"3,782 / sq ft"
962,VERIFIED OWNER,2 BHK Independent House,Badangpet, 87 L,"6,444 / sq ft"
963,VERIFIED OWNER,3 BHK Apartment,Nanakramguda, 2.42 Cr,"13,948 / sq ft"
964,VERIFIED OWNER,3 BHK Apartment,Hitech City, 1.75 Cr,"7,430 / sq ft"
965,VERIFIED OWNER,3 BHK Apartment,Shaikpet, 1.5 Cr,"8,746 / sq ft"
966,VERIFIED OWNER,2 BHK Apartment,Kukatpally, 56 L,"5,000 / sq ft"
967,VERIFIED OWNER,2 BHK Apartment,Isnapur, 33.59 L,"3,998 / sq ft"
968,VERIFIED OWNER,3 BHK Independent House,Adikmet, 3.85 Cr,"8,949 / sq ft"
969,VERIFIED OWNER,3 BHK Apartment,Narsingi, 1.35 Cr,"8,437 / sq ft"
970,VERIFIED OWNER,4 BHK Villa,Velimela, 2.3 Cr,"5,989 / sq ft"
971,VERIFIED OWNER,3 BHK Independent Floor,Hafeezpet, 1.48 Cr,"7,047 / sq ft"
972,VERIFIED OWNER,2 BHK Apartment,Kompally, 69 L,"5,247 / sq ft"
973,VERIFIED OWNER,2 BHK Apartment,Kollur, 60 L,"4,761 / sq ft"
974,VERIFIED OWNER,2 BHK Apartment,Appa Junction Peerancheru, 90 L,"7,092 / sq ft"
975,VERIFIED OWNER,2 BHK Apartment,Kondapur, 1.62 Cr,"7,883 / sq ft"
976,VERIFIED OWNER,3 BHK Apartment,Bowenpally, 85 L,"5,059 / sq ft"
977,VERIFIED OWNER,3 BHK Independent Floor,Kukatpally, 85 L,"5,483 / sq ft"
978,VERIFIED OWNER,3 BHK Apartment,Uppal Kalan, 1.07 Cr,"5,783 / sq ft"
979,VERIFIED OWNER,3 BHK Apartment,Uppal Kalan, 1.07 Cr,"6,484 / sq ft"
980,VERIFIED OWNER,2 BHK Apartment,Bongloor, 64.5 L,"5,863 / sq ft"
981,VERIFIED OWNER,4 BHK Villa,Tukkuguda, 1.69 Cr,"6,500 / sq ft"
982,VERIFIED OWNER,4 BHK Villa,Mokila, 2.1 Cr,"5,570 / sq ft"
983,VERIFIED OWNER,5 BHK Villa,Sainikpuri, 3.35 Cr,"6,568 / sq ft"
984,VERIFIED OWNER,3 BHK Apartment,Saroor Nagar, 1.39 Cr,"7,722 / sq ft"
985,VERIFIED OWNER,3 BHK Apartment,Shaikpet, 1.3 Cr,"7,214 / sq ft"
986,VERIFIED OWNER,2 BHK Apartment,Erragadda, 66 L,"7,333 / sq ft"
987,VERIFIED OWNER,3 BHK Villa,Hanamkonda, 1.45 Cr,"6,558 / sq ft"
988,VERIFIED OWNER,2 BHK Independent House,Isnapur, 82 L,"5,857 / sq ft"
989,VERIFIED OWNER,4 BHK Independent House,Tarnaka, 3.85 Cr,"17,500 / sq ft"
990,VERIFIED OWNER,2 BHK Apartment,Isnapur, 32 L,"2,990 / sq ft"
991,VERIFIED OWNER,7 BHK Independent House,Old Malakpet, 3.3 Cr,"8,250 / sq ft"
992,VERIFIED OWNER,2 BHK Apartment,Miyapur, 62 L,"5,636 / sq ft"
993,VERIFIED OWNER,2 BHK Apartment,Masab Tank, 72 L,"6,857 / sq ft"
994,VERIFIED OWNER,7 BHK Independent House,Nagaram, 1.75 Cr,"3,365 / sq ft"
995,VERIFIED OWNER,2 BHK Apartment,Mokila, 55 L,"5,092 / sq ft"
996,VERIFIED OWNER,6 BHK Villa,Kapra, 1.1 Cr,"5,000 / sq ft"
997,VERIFIED OWNER,4 BHK Independent House,Kapra, 1.2 Cr,"4,000 / sq ft"
998,VERIFIED OWNER,2 BHK Apartment,Kondapur, 1.75 Cr,"9,733 / sq ft"
999,VERIFIED OWNER,2 BHK Apartment,Kondapur, 1.25 Cr,"9,637 / sq ft"
1000,VERIFIED OWNER,2 BHK Apartment,Kollur, 36 L,"3,000 / sq ft"
1001,VERIFIED OWNER,2 BHK Independent House,Laxmiguda, 50 L,"4,761 / sq ft"
1002,VERIFIED OWNER,3 BHK Apartment,Pragathi Nagar Kukatpally, 1.15 Cr,"4,713 / sq ft"
1003,VERIFIED OWNER,10 BHK Independent House,Nallakunta, 2.5 Cr,"4,166 / sq ft"
1004,VERIFIED OWNER,3 BHK Apartment,Chandanagar, 1 Cr,"6,666 / sq ft"
1005,VERIFIED OWNER,4 BHK Villa,Bandlaguda Jagir, 4 Cr,"11,428 / sq ft"
1006,VERIFIED OWNER,3 BHK Apartment,Kapra, 68 L,"4,506 / sq ft"
1007,VERIFIED OWNER,3 BHK Villa,Bhanur, 1.2 Cr,"4,704 / sq ft"
1008,VERIFIED OWNER,3 BHK Apartment,Nizampet, 68 L,"4,548 / sq ft"
1009,VERIFIED OWNER,3 BHK Apartment,Kukatpally, 86 L,"6,323 / sq ft"
1010,VERIFIED OWNER,2 BHK Apartment,Erragadda, 66 L,"7,333 / sq ft"
1011,VERIFIED OWNER,3 BHK Villa,Hanamkonda, 1.45 Cr,"6,558 / sq ft"
1012,VERIFIED OWNER,2 BHK Independent House,Isnapur, 82 L,"5,857 / sq ft"
1013,VERIFIED OWNER,2 BHK Independent House,Badangpet, 87 L,"6,444 / sq ft"
1014,VERIFIED OWNER,3 BHK Apartment,Nanakramguda, 2.42 Cr,"13,948 / sq ft"
1015,VERIFIED OWNER,3 BHK Apartment,Hitech City, 1.75 Cr,"7,430 / sq ft"
1016,VERIFIED OWNER,3 BHK Apartment,Shaikpet, 1.5 Cr,"8,746 / sq ft"
1017,VERIFIED OWNER,2 BHK Apartment,Kukatpally, 56 L,"5,000 / sq ft"
1018,VERIFIED OWNER,6 BHK Independent House,Alwal, 1.75 Cr,"4,022 / sq ft"
1019,VERIFIED OWNER,6 BHK Independent House,Alwal, 1.75 Cr,"4,069 / sq ft"
1020,VERIFIED OWNER,3 BHK Apartment,Alwal, 80 L,"5,194 / sq ft"
1021,VERIFIED OWNER,2 BHK Apartment,Tukkuguda, 55.8 L,"4,500 / sq ft"
1022,VERIFIED OWNER,2 BHK Apartment,Pocharam, 38 L,"3,917 / sq ft"
1023,VERIFIED OWNER,4 BHK Villa,Tukkuguda, 1.69 Cr,"6,500 / sq ft"
1024,VERIFIED OWNER,2 BHK Independent House,Rampally, 85 L,"5,666 / sq ft"
1025,VERIFIED OWNER,4 BHK Villa,Mokila, 2.1 Cr,"5,570 / sq ft"
1026,VERIFIED OWNER,2 BHK Villa,Indresham, 1.15 Cr,"5,000 / sq ft"
1027,VERIFIED OWNER,8 BHK Villa,Kompally, 6.25 Cr,"13,034 / sq ft"
1028,VERIFIED OWNER,3 BHK Apartment,Nagaram, 77 L,"4,812 / sq ft"
1029,VERIFIED OWNER,3 BHK Independent House,Gajularamaram, 1.6 Cr,"9,411 / sq ft"
1030,VERIFIED OWNER,3 BHK Villa,Kowkur, 2.15 Cr,"11,082 / sq ft"
1031,VERIFIED OWNER,3 BHK Apartment,Kompally, 1.5 Cr,"8,522 / sq ft"
1032,VERIFIED OWNER,2 BHK Apartment,Nacharam, 48 L,"4,615 / sq ft"
1033,VERIFIED OWNER,3 BHK Apartment,Nallagandla Gachibowli, 95 L,"6,884 / sq ft"
1034,VERIFIED OWNER,3 BHK Apartment,Pocharam, 60 L,"4,166 / sq ft"
1035,VERIFIED OWNER,5 BHK Villa,Sainikpuri, 3.35 Cr,"6,568 / sq ft"
1036,VERIFIED OWNER,2 BHK Apartment,Manchirevula, 86 L,"6,880 / sq ft"
1037,VERIFIED OWNER,2 BHK Apartment,Vanasthalipuram, 60 L,"4,796 / sq ft"
1038,VERIFIED OWNER,2 BHK Apartment,Vanasthalipuram, 58 L,"4,957 / sq ft"
1039,VERIFIED OWNER,3 BHK Apartment,Saroor Nagar, 1.39 Cr,"7,722 / sq ft"
1040,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1041,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1042,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1043,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.01 Cr,"6,965 / sq ft"
1044,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1045,VERIFIED OWNER,3 BHK Apartment,Neknampur, 70 L,"4,430 / sq ft"
1046,VERIFIED OWNER,2 BHK Apartment,Bachupally, 46.55 L,"3,800 / sq ft"
1047,VERIFIED OWNER,2 BHK Apartment,Alwal, 64.25 L,"5,000 / sq ft"
1048,VERIFIED OWNER,6 BHK Independent House,Kushaiguda, 2.5 Cr,"7,142 / sq ft"
1049,VERIFIED OWNER,4 BHK Independent House,Bowenpally, 6 Cr,"10,909 / sq ft"
1050,VERIFIED OWNER,3 BHK Apartment,Kukatpally, 1.79 Cr,"8,731 / sq ft"
1051,VERIFIED OWNER,2 BHK Apartment,Isnapur, 33.59 L,"3,998 / sq ft"
1052,VERIFIED OWNER,3 BHK Independent House,Adikmet, 3.85 Cr,"8,949 / sq ft"
1053,VERIFIED OWNER,2 BHK Apartment,Miyapur, 72 L,"5,925 / sq ft"
1054,VERIFIED OWNER,3 BHK Apartment,Narsingi, 1.35 Cr,"8,437 / sq ft"
1055,VERIFIED OWNER,4 BHK Villa,Velimela, 2.3 Cr,"5,989 / sq ft"
1056,VERIFIED OWNER,3 BHK Independent Floor,Hafeezpet, 1.48 Cr,"7,047 / sq ft"
1057,VERIFIED OWNER,2 BHK Apartment,Kompally, 69 L,"5,247 / sq ft"
1058,VERIFIED OWNER,3 BHK Apartment,Khairatabad Road, 1.59 Cr,"8,648 / sq ft"
1059,VERIFIED OWNER,3 BHK Apartment,Banjara Hills, 1.6 Cr,"7,916 / sq ft"
1060,VERIFIED OWNER,3 BHK Apartment,Rampally, 55 L,"3,793 / sq ft"
1061,VERIFIED OWNER,2 BHK Apartment,Madhapur, 99 L,"8,016 / sq ft"
1062,VERIFIED OWNER,3 BHK Independent House,Dammaiguda, 1.65 Cr,"11,785 / sq ft"
1063,VERIFIED OWNER,8 BHK Independent House,Aminpur, 2.9 Cr,"7,631 / sq ft"
1064,VERIFIED OWNER,2 BHK Apartment,Dammaiguda, 45 L,"4,225 / sq ft"
1065,VERIFIED OWNER,4 BHK Independent Floor,Dammaiguda, 1.1 Cr,"4,230 / sq ft"
1066,VERIFIED OWNER,3 BHK Apartment,Uppal, 80 L,"5,747 / sq ft"
1067,VERIFIED OWNER,3 BHK Apartment,Kondapur, 1.18 Cr,"7,398 / sq ft"
1068,VERIFIED OWNER,2 BHK Independent Floor,Bandlaguda Jagir, 45 L,"4,090 / sq ft"
1069,VERIFIED OWNER,3 BHK Villa,Bhanur, 1.2 Cr,"4,704 / sq ft"
1070,VERIFIED OWNER,3 BHK Apartment,Hayathnagar, 68 L,"4,387 / sq ft"
1071,VERIFIED OWNER,3 BHK Apartment,Chandanagar, 85 L,"5,029 / sq ft"
1072,VERIFIED OWNER,2 BHK Apartment,Kothapet, 70 L,"7,000 / sq ft"
1073,VERIFIED OWNER,3 BHK Apartment,Kukatpally, 1.08 Cr,"7,200 / sq ft"
1074,VERIFIED OWNER,4 BHK Villa,Kapra, 1.9 Cr,"5,937 / sq ft"
1075,VERIFIED OWNER,2 BHK Apartment,Bandlaguda Jagir, 76.5 L,"6,306 / sq ft"
1076,VERIFIED OWNER,3 BHK Apartment,Kondapur, 92 L,"6,258 / sq ft"
1077,VERIFIED OWNER,2 BHK Apartment,Miyapur, 63.18 L,"5,200 / sq ft"
1078,VERIFIED OWNER,3 BHK Apartment,Ibrahim Bagh, 40 L,"3,809 / sq ft"
1079,VERIFIED OWNER,2 BHK Apartment,B N reddy nagar, 59.99 L,"3,645 / sq ft"
1080,VERIFIED OWNER,8 BHK Independent House,Kothapet, 2.5 Cr,"6,172 / sq ft"
1081,VERIFIED OWNER,2 BHK Apartment,Gajularamaram, 46 L,"4,600 / sq ft"
1082,VERIFIED OWNER,7 BHK Independent House,Shamshabad, 1.7 Cr,"3,135 / sq ft"
1083,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1084,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1085,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1086,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1087,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1088,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1089,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.01 Cr,"6,965 / sq ft"
1090,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1091,VERIFIED OWNER,3 BHK Apartment,Hitech City, 1.75 Cr,"7,430 / sq ft"
1092,VERIFIED OWNER,3 BHK Apartment,Shaikpet, 1.5 Cr,"8,746 / sq ft"
1093,VERIFIED OWNER,3 BHK Apartment,Neknampur, 70 L,"4,430 / sq ft"
1094,VERIFIED OWNER,2 BHK Independent House,Badangpet, 87 L,"6,444 / sq ft"
1095,VERIFIED OWNER,3 BHK Apartment,Nanakramguda, 2.42 Cr,"13,948 / sq ft"
1096,VERIFIED OWNER,2 BHK Apartment,Kukatpally, 56 L,"5,000 / sq ft"
1097,VERIFIED OWNER,6 BHK Independent House,Alwal, 1.75 Cr,"4,022 / sq ft"
1098,VERIFIED OWNER,6 BHK Independent House,Alwal, 1.75 Cr,"4,069 / sq ft"
1099,VERIFIED OWNER,2 BHK Apartment,Bachupally, 46.55 L,"3,800 / sq ft"
1100,VERIFIED OWNER,2 BHK Apartment,Nanakramguda, 1.05 Cr,"6,666 / sq ft"
1101,VERIFIED OWNER,2 BHK Apartment,Bandlaguda Jagir, 76.5 L,"6,306 / sq ft"
1102,VERIFIED OWNER,3 BHK Apartment,Kondapur, 92 L,"6,258 / sq ft"
1103,VERIFIED OWNER,2 BHK Apartment,Miyapur, 63.18 L,"5,200 / sq ft"
1104,VERIFIED OWNER,3 BHK Apartment,Ibrahim Bagh, 40 L,"3,809 / sq ft"
1105,VERIFIED OWNER,2 BHK Apartment,B N reddy nagar, 59.99 L,"3,645 / sq ft"
1106,VERIFIED OWNER,10 BHK Independent House,Hyder Nagar, 3.2 Cr,"6,400 / sq ft"
1107,VERIFIED OWNER,2 BHK Apartment,Kollur, 60 L,"4,761 / sq ft"
1108,VERIFIED OWNER,2 BHK Apartment,Manneguda, 43 L,"4,526 / sq ft"
1109,VERIFIED OWNER,2 BHK Apartment,Ramachandra Puram, 31 L,"3,875 / sq ft"
1110,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 65.5 L,"5,198 / sq ft"
1111,VERIFIED OWNER,3 BHK Apartment,Pragathi Nagar Kukatpally, 90 L,"5,113 / sq ft"
1112,VERIFIED OWNER,2 BHK Apartment,Kollur, 30 L,"2,400 / sq ft"
1113,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 44 L,"3,666 / sq ft"
1114,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 44 L,"3,666 / sq ft"
1115,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 44 L,"3,666 / sq ft"
1116,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 44 L,"3,666 / sq ft"
1117,VERIFIED OWNER,2 BHK Apartment,Pragathi Nagar Kukatpally, 44 L,"3,666 / sq ft"
1118,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 52.96 L,"4,637 / sq ft"
1119,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1120,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1121,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1122,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1123,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1124,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1125,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1126,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1127,VERIFIED OWNER,2 BHK Apartment,Shankarpalli, 50 L,"4,230 / sq ft"
1128,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1129,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1130,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1131,VERIFIED OWNER,9 BHK Independent House,Saidabad, 2.9 Cr,"5,370 / sq ft"
1132,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1133,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1134,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.01 Cr,"6,965 / sq ft"
1135,VERIFIED OWNER,3 BHK Apartment,Madhapur, 1.03 Cr,"7,103 / sq ft"
1136,VERIFIED OWNER,3 BHK Villa,Pasumamula, 1.22 Cr,"6,000 / sq ft"
1137,VERIFIED OWNER,3 BHK Apartment,Manikonda, 70 L,"4,982 / sq ft"
1138,VERIFIED OWNER,4 BHK Independent House,Krishna Reddy Pet, 1.1 Cr,"8,800 / sq ft"
1139,VERIFIED OWNER,3 BHK Independent House,Karwan, 2.05 Cr,"10,643 / sq ft"
1140,VERIFIED OWNER,3 BHK Villa,Pasumamula, 1.31 Cr,"5,998 / sq ft"
1141,VERIFIED OWNER,4 BHK Independent House,Krishna Reddy Pet, 1.1 Cr,"8,800 / sq ft"
1142,VERIFIED OWNER,3 BHK Independent House,Karwan, 2.05 Cr,"10,643 / sq ft"
1143,VERIFIED OWNER,4 BHK Villa,Ramoji Film city, 2 Cr,"10,000 / sq ft"
1144,VERIFIED OWNER,5 BHK Independent House,Uppal, 3 Cr,"12,244 / sq ft"
1145,BUILDER,3 BHK Apartment,Manikonda, 95.35 L,"6,200 / sq ft"
1146,BUILDER,3 BHK Apartment,Manikonda, 93.31 L,"6,200 / sq ft"
1147,BUILDER,2 BHK Apartment,Manikonda, 77.19 L,"6,200 / sq ft"
1148,BUILDER,3 BHK Apartment,Manikonda, 97.34 L,"6,200 / sq ft"
1149,BUILDER,2 BHK Apartment,Manikonda, 75.02 L,"6,200 / sq ft"
1150,BUILDER,3 BHK Apartment,Manikonda, 93.62 L,"6,200 / sq ft"
1151,BUILDER,2 BHK Apartment,Manikonda, 72.85 L,"6,200 / sq ft"
1152,BUILDER,3 BHK Apartment,Manikonda, 91.76 L,"6,200 / sq ft"
1153,BUILDER,3 BHK Apartment,Manikonda, 95.79 L,"6,200 / sq ft"
1154,BUILDER,3 BHK Apartment,Manikonda, 93.93 L,"6,200 / sq ft"
1155,BUILDER,3 BHK Apartment,Manikonda, 96.72 L,"6,200 / sq ft"
1156,BUILDER,3 BHK Apartment,Manikonda, 93 L,"6,200 / sq ft"
1157,BUILDER,3 BHK Apartment,Jeedimetla, 1.06 Cr,"5,800 / sq ft"
1158,BUILDER,3 BHK Apartment,Jeedimetla, 87.58 L,"5,800 / sq ft"
1159,BUILDER,3 BHK Apartment,Jeedimetla, 1.14 Cr,"5,800 / sq ft"
1160,BUILDER,3 BHK Apartment,Jeedimetla, 1.1 Cr,"5,800 / sq ft"
1161,BUILDER,3 BHK Apartment,Jeedimetla, 1.18 Cr,"5,800 / sq ft"
1162,BUILDER,4 BHK Apartment,Jeedimetla, 1.68 Cr,"5,800 / sq ft"
1163,BUILDER,3 BHK Apartment,Jeedimetla, 1.14 Cr,"5,800 / sq ft"
1164,BUILDER,3 BHK Apartment,Jeedimetla, 1.17 Cr,"5,800 / sq ft"
1165,BUILDER,2 BHK Apartment,Jeedimetla, 63.8 L,"5,800 / sq ft"
1166,BUILDER,3 BHK Apartment,Jeedimetla, 1.06 Cr,"5,800 / sq ft"
1167,BUILDER,2 BHK Apartment,Jeedimetla, 71.34 L,"5,800 / sq ft"
1168,BUILDER,3 BHK Apartment,Jeedimetla, 93.09 L,"5,800 / sq ft"
1169,BUILDER,3 BHK Apartment,Jeedimetla, 1.2 Cr,"5,800 / sq ft"
1170,BUILDER,3 BHK Apartment,Jeedimetla, 1.44 Cr,"5,800 / sq ft"
1171,BUILDER,2 BHK Apartment,Jeedimetla, 69.31 L,"5,800 / sq ft"
1172,BUILDER,4 BHK Apartment,Jeedimetla, 1.75 Cr,"5,800 / sq ft"
1173,BUILDER,3 BHK Apartment,Jeedimetla, 1.11 Cr,"5,800 / sq ft"
1174,BUILDER,3 BHK Apartment,Jeedimetla, 1.5 Cr,"5,800 / sq ft"
1175,BUILDER,4 BHK Apartment,Jeedimetla, 1.82 Cr,"5,800 / sq ft"
1176,BUILDER,3 BHK Apartment,Jeedimetla, 1.27 Cr,"5,800 / sq ft"
1177,BUILDER,2 BHK Apartment,Jeedimetla, 65.83 L,"5,800 / sq ft"
1178,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,800 / sq ft"
1179,BUILDER,2 BHK Apartment,Puppalaguda, 80.95 L,"6,300 / sq ft"
1180,BUILDER,3 BHK Apartment,Jeedimetla, 1.27 Cr,"5,800 / sq ft"
1181,BUILDER,2 BHK Apartment,Jeedimetla, 65.83 L,"5,800 / sq ft"
1182,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,800 / sq ft"
1183,VERIFIED OWNER,Residential Plot,Bhuvanagiri, 24.5 L,"1,630 / sq ft"
1184,VERIFIED OWNER,Residential Plot,Medchal, 41.7 L,"2,780 / sq ft"
1185,VERIFIED OWNER,Residential Plot,Yacharam, 18 L,"1,000 / sq ft"
1186,VERIFIED OWNER,Residential Plot,Yacharam, 18 L,"1,000 / sq ft"
1187,VERIFIED OWNER,Residential Plot,Yacharam, 18 L,"1,000 / sq ft"
1188,VERIFIED OWNER,Residential Plot,Yacharam, 18 L,"1,000 / sq ft"
1189,VERIFIED OWNER,Residential Plot,Yacharam, 18 L,"1,000 / sq ft"
1190,VERIFIED OWNER,Residential Plot,Kothur, 25.88 L,"1,722 / sq ft"
1191,VERIFIED OWNER,Residential Plot,Auto Nagar, 2.2 Cr,"6,111 / sq ft"
1192,VERIFIED OWNER,Residential Plot,Wangapalli, 8.25 L,611 / sq ft
1193,VERIFIED OWNER,Residential Plot,Taramatipet, 34 L,"1,888 / sq ft"
1194,VERIFIED OWNER,Residential Plot,Alair, 9 L,666 / sq ft
1195,VERIFIED OWNER,Residential Plot,Moinabad, 24 L,"1,153 / sq ft"
1196,VERIFIED OWNER,Residential Plot,Yacharam, 13.2 L,880 / sq ft
1197,VERIFIED OWNER,Residential Plot,Sadashivpet, 15.99 L,888 / sq ft
1198,VERIFIED OWNER,Residential Plot,Sadashivpet, 22 L,"1,222 / sq ft"
1199,VERIFIED OWNER,Residential Plot,Kandukur, 10 L,740 / sq ft
1200,VERIFIED OWNER,Residential Plot,Taramatipet, 31 L,"2,066 / sq ft"
1201,VERIFIED OWNER,Residential Plot,Nagaram, 70 L,"3,888 / sq ft"
1202,VERIFIED OWNER,Residential Plot,Bhuvanagiri, 28.39 L,"1,888 / sq ft"
1203,VERIFIED OWNER,Residential Plot,Mansanpally, 24.98 L,"1,388 / sq ft"
1204,VERIFIED OWNER,Residential Plot,Rampally, 1.65 Cr,"3,666 / sq ft"
1205,VERIFIED OWNER,Residential Plot,Kadthal, 38.99 L,"1,444 / sq ft"
1206,VERIFIED OWNER,Residential Plot,Mansanpally, 28 L,"1,555 / sq ft"
1207,VERIFIED OWNER,Residential Plot,Isnapur, 90 L,"3,333 / sq ft"
1208,VERIFIED OWNER,Residential Plot,Nandiwanaparthy, 18 L,"1,212 / sq ft"
1209,VERIFIED OWNER,Residential Plot,Mansanpally, 36.6 L,"2,222 / sq ft"
1210,VERIFIED OWNER,Residential Plot,Sadashivpet, 15.99 L,888 / sq ft
1211,VERIFIED OWNER,Residential Plot,Sadashivpet, 22 L,"1,222 / sq ft"
1212,VERIFIED OWNER,Residential Plot,muthangi, 49.41 L,"3,000 / sq ft"
1213,VERIFIED OWNER,Residential Plot,Kowkur, 32 L,"2,614 / sq ft"
1214,VERIFIED OWNER,Residential Plot,Kandukur, 10 L,740 / sq ft
1215,VERIFIED OWNER,Residential Plot,Kandukur, 9.07 L,672 / sq ft
